text,img,label
People held pencils in tribute to #CharlieHebdo victims during the moment of silence in Paris,553,0
Live from #Ferguson,1035,0
SWAT police just entered a McDonald's in #Ferguson and started asking journalists for ID,1213,0
Not 1st attack on #CharlieHebdo. Office was firebombed on 2 Nov '11 over controvers. caricature of Prophet Muhammad,17,0
We are observing a minute's silence today at 11am. If you support press freedom please share &amp; join us #JeSuisCharlie,395,0
WATCH: Sounds of apparent gunfire inside halls of Canada's Parliament Hill:,1757,1
Ottawa shootings: check out the Breaking News Handbook from @onthemedia:,1604,0
Sydney siege ongoing; PM says unclear if politically motivated. Our latest update,1874,0
"How the world’s newspapers covered the #CharlieHebdo attack, in pictures:",435,0
Map of three #Ottawa locations where police say shots have been fired,1764,1
#JeSuisCharlie trends after brutal shooting at #CharlieHebdo magazine,174,0
beautiful #JeSuisCharlie cover for @NewYorker next week,679,0
"10 people have died in a shooting at the Paris HQ of French weekly Charlie Hebdo, reports say.",801,1
"UPDATE: Aerials are coming in from Sydney Opera House, with reports it has also been evacuated. #9News",2102,1
Join us in Prayer #sydneysiege #PrayForSydney,1953,0
Supermarket hostage-takers reportedly threaten to kill if police storm #CharlieHebdo suspects,974,1
"#Leafs Joffrey Lupul praises officers in Ottawa, as team remains in lock down",1637,0
Leafs under lock down during tragedy in Ottawa. Our thoughts are with those on the scene,1597,0
Ambulance heading towards kosher market hostage situation in #Paris after several large explosions heard + gunfire,777,0
#CharlieHebdo attack suspects take 1 person hostage North-East of Paris (police source),923,1
"Sadly, this needs to be pointed out with the  amount of Islamophobia that is currently being posted. #sydneysiege",1884,0
My heart is with Paris &amp; all affected by this tragedy. #CharlieHebdo #JesuisCharlie #freedom Image: @lucilleclerc,561,0
Justice Served: Michael Dunn gets life in prison for shooting unarmed Jordan Davis:,1594,0
"France's most talented cartoonists:Cabu, Wolinski, Charb, Tignous died in #CharlieHebdo attack",850,1
"Islamist militants take hostages in Sydney café, display black jihadist flag",2140,1
"Hamilton Argylls soldier, Nathan Cirillo, on the right in this picture, dies in Ottawa attack",1798,1
LIVE: Paris on alert as gunmen kill twelve in massacre at #CharlieHebdo magazine office:,842,1
"Please, RT! #CharlieHebdo attack has another victim! Via @MiddleEastMnt #ParisShooting",264,0
At least 12 dead in the Paris shooting. Updated story and background info:,841,1
The staff of Agence France Presse stand in silence &amp; solidarity to remember their murdered colleagues. #JeSuisCharlie,453,0
Passersby working on shooting victim. From the CBC's Jason Ho. #cbcOTT #OTTnews,1579,0
Soldier killed at war memorial identified as Cpl. Nathan Cirillo #ottawashooting,1822,1
Downtown #yxe. This man says he's marching for #Ottawa. #ottawashooting #cbcyxe,1667,0
Anti-terror police close in on #CharlieHebdo suspects in tiny French village,609,0
"It's worth a 1,000 words: Look at the heartbreaking cartoons mourning #CharlieHebdo attack",328,0
How people in France view Muslims: Very positively #CharlieHebdo,597,0
Chief of Defence Staff MT @Joerayment: Surreal photos out of Ottawa: VIP escorted on Sparks St,1648,0
"#Ferguson #WeArePeace Met a young man who told me, ""We aren't here for colors. Black isn't a color, We are all Equal",1293,0
The right 2 draw Muhammad without being shot is as precious to many of us as Muhammad is to the #CharlieHebdo killers,35,0
"Media translates""By the way I love you"" 2 Allah Akbar:) #ParisShooting #CharlieHebdo #JeSuisCharlie @JamilaBoughelaf",381,0
Police confirm that #sydneysiege is finally over. Two people reportedly injured after suffering gunshot wounds.,2279,1
Photo: German Co-Pilot Andreas Lubitz who seems to have crashed the #Germanwings flight no purpose,1567,1
"If one pilot leaves, somebody else is supposed to go in so there are always 2 people - @richardquest on #Germanwings",1497,0
A timeline of what unfolded during the attack in Ottawa,1654,0
"Pictured: Gunman Man Haron Monis, on bail over murder of ex-wife",2042,0
"""NOT AFRAID"" - Thousands in France gather to a send message after Charlie Hebdo attack.",477,0
"Gunmen attack Paris offices of #CharlieHebdo, kill at least 12.",273,0
Obama on the Ottawa shooting: 'We're all shaken by it',1675,0
France on high alert after deadly attack on Paris offices of Charlie Hebdo:,159,0
"BREAKING: Shots fired, hostages taken in manhunt for #CharlieHebdo attackers, police say",911,1
This Cartoon Says It All: via @BennettCartoons via Chattanooga Times Free Press #Ferguson #UniteBlue #libcrib #KY,1269,0
#CharlieHebdo attack: terrified witness films masked gunmen shooting man on pavement,86,0
Rest in peace to the soldier killed in Ottawa today,1800,1
"@FT's Tony Barber describes #CharlieHebdo as ""editorially foolish"" and ""stupid""",234,0
The little weapon! #CharlieHebdo #cartoon,188,0
#IDF Chief references the attack at #CharlieHebdo while speaking to @NDU_EDU group in the #US,502,0
"World sends messages of condolence, outrage, defiance via #JeSuisCharlie after Paris attack:",493,0
"Journalists, admin staff and police officers among those injured in #CharlieHebdo attack",44,0
Statement from Hamilton Mayor Bob Bratina on death of soldier in #OttawaShooting,1781,1
#4U9525: #Hollande expresses his solidarity to families of #Germanwings crash victims,1425,0
"White terrorists are 'mentally ill', while brown terrorists are 'Islamic assassins'. #NAACPBombing #CharlieHebdo",744,0
#RIP Nathan Cirillo #Soldier #Ottawa #Canada love you,1804,1
.@flightradar24 altitude &amp; speed chart of #4U9525. Aircraft entered a steep but constant descent.,1539,1
#CharlieHebdo will print 1 million copies next week,592,0
Watch: Hacker group says it will avenge #CharlieHebdo attack by shutting down jihadi websites,751,0
"This is flag currently held in Sydney window, a garden-variety Islamist flag. Therefore, doesn’t tell us anything yet",2095,1
"Editor Stephane Charbonnier, 4 cartoonists reported killed in #CharlieHebdo attack (AP photo):",267,0
Palestinians in #Gaza/West Bank have been showing support for #Ferguson.,1235,0
"#MikeBrown's mother: ""Police not telling us nothing, cause they have nothing to say."" #Ferguson",1030,0
Message from Toronto Police to Imams and Mosques in wake of #OttawaShootings:,1670,0
Police confirm 'several' shootings in Ottawa; PM safe; downtown buildings in lockdown,1747,1
"""keep the faith"" Cpt. Johnson #Ferguson",1317,0
SYDNEY SIEGE: Gunman forces hostages to hold up ISIS flag in window,2085,1
#Sydneysiege: what we know,2147,1
Special forces (#GIGN) storm building in #Dammartin where #CharlieHebdo suspects holed up,764,0
"#Ferguson. RT @BmoreConetta: Swat truck repositioned, gun pointing straight at protesters",1200,0
"Terrified faces of hostages taken by jihadists in Sydney.Instead of worrying about ""image of Islam"",worry about them!",2130,1
"""This is not a religion"" Important to remember in times like this. #CharlieHebdo",225,0
#CharlieHebdo cartoon attributed to #banksy is really by @LucilleClerc #JeSuisCharlie,899,1
Suspected #CharlieHebdo gunmen reportedly came out shooting at police #ParisAttacks,986,1
"Police forces take position by the kosher grocery store in Saint-Mande, near Porte de Vincennes in Paris. #AFP",713,0
"At least 5 hostages in kosher supermarket in eastern Paris, according to reports:",680,0
Charlie Hebdo attack: minute's silence held for victims around the world,475,0
Tonight 7PM: mobilization for #CharlieHebdo freedom of press and democracy on Place de la République in #Paris,104,0
Someone please remind me what year it is again? #ferguson,1009,0
Five Hostages Escape Sydney Cafe Siege � Live Updates From @BuzzFeedOz,2217,1
"The hashtag #JeSuisAhmed is a powerful one. For Ahmed, the Muslim cop killed outside #CharlieHebdo",548,0
Wow. Photo from MP Nina Grewal showing the doors of Reading Room Barricaded.  #ParliamentHill #Ottawa,1636,0
Thoughts &amp; prayers to all those who have been affected by the #SydneySiege today. Sad to see this sort of terror ...,1983,0
Journalists and policemen are among the victims in the #CharlieHebdo attack.,115,0
“Very surreal� scenes as Sydney's CBD becomes a ghost town in the wake of the #sydneysiege,1922,0
Are these cops or soldiers? Experts say #Ferguson police tactics have made tensions worse,1219,0
How people in France view Muslims: Very positively #CharlieHebdo,388,0
People marching to the #Ferguson Police Dept headquarters following the killing of a 17-year-old boy.,995,0
#sydneysiege gunman identified by police as well-known Islamist cleric Sheikh Man Haron Monis,2048,0
Who are Australia's radicalised Muslims?,1867,0
Radikal of Turkey mourns with Charlie Hebdo staff and people of France and says #JeSuisCharlie,547,0
#CharlieHebdo cartoonist was on al Qaeda's wanted list:,150,0
R.I.P. My sincere condolences to @germanwings colleagues and families.,1410,0
Approximately 50 hostages may be held captive at #Lindt café � local reports,2144,1
Security measures heightened across Canada amid Ottawa attack,1641,0
Hostages seen fleeing from cafe at centre of #SydneySiege moments ago,2270,1
RT @Smith83K This Cartoon Says It All: via @BennettCartoons via Chattanooga Times Free Press #Ferguson #UniteBlue #KY,1270,0
"“I don’t feel as though I’m killing someone with a pen."" -Stephane Charbonnier 1967-2015 #CharlieHebdo",848,1
"My friend's mom is in Korea right now and she met Yonghwa, shooting for his drama. Here you go.",1639,0
Above us only sky. #CharlieHebdo,372,0
This video shows how the cockpit door of the crashed #Germanwings plane was designed to work,1512,0
"Charlie Hebdo's Nov 2011 CHARIA HEBDO ""guest-edited"" by Muhammad:""100 lashes of the whip if you don't die laughing.""",10,0
THIS: RT @LatuffCartoons: let's talk seriously about #CharlieHebdo &amp; Western double standard on freedom of speech,626,0
"And do it GoT style, please RT @GRRM: Life advice. #JeSuisCharlie",610,0
"After #CharlieHebdo attack, satirists express solidarity and vow that fun would never die.",355,0
Charlie Hebdo gunmen reportedly heard shouting: 'Prophet has been avenged',812,1
Chambers and W. Florissant right now. #Ferguson,1093,0
The US Embassy in France (@USEmbassyFrance) has changed its Twitter pic to the #JeSuisCharlie image,255,0
The new world we live in #CharlieHebdo,707,0
Family of #MichaelBrown talks about his life:,1055,0
"Yes, tweet actual covers instead of the mere #JeSuisCharlie. They are, after all, what the bullies can’t handle.",306,0
"The twin-engine Airbus A320 is considered among the most reliable aircraft,",1438,0
"Police are using military weapons to occupy #Ferguson, Missouri:",1135,0
Amateur video shows chaos of Paris shooting:,141,0
People gather in silence to remember Paris shooting victims and say #JeSuisCharlie. Photos:,486,0
#BREAKING: Australian police have named the suspect in the Sydney siege: Islamic leader Sheik Man Haron Monis,2038,0
JUST IN: Police: 3 people were able to run from Sydney cafe during ongoing hostage situation - @9NewsAUS,2185,1
This: via @aboujahjah #JeSuisAhmed #JeSuisCharlie #CharlieHebdo,515,0
"Remembering the four French ""Charlie Hebdo"" cartoonists killed in terror attack today",238,0
BREAKING #GermanWings Here is a photo from helicopter of the crash area /France2 journalists,1463,0
AFP staff observe minute of silence at #AFP HQ for the victims of #CharlieHebdo #JeSuisCharlie,446,0
"Please, please, please read these tips for major news stories, especially when lives are at stake. #sydneysiege",1858,0
“The paper will continue because they didn’t win.� #CharlieHebdo vows to continue publishing,576,0
Outside #Ferguson Police Headquarters right now,1031,0
Paris terror attack: What you need to know about Charlie Hebdo,83,0
Laying on of hands for Capt. Ron Johnson before #Ferguson begins another night of protests.,1332,0
“When will young people of color's lives matter when they are alive?� -  @MichaelSkolnik #Ferguson,1024,0
Teenager #MikeBrown won't start college on Monday because he was shot ten times by a #Ferguson police officer.,1341,1
A look at the irreverent covers of #CharlieHebdo:,366,0
"Please enjoy this culturally, ethnically, religiously, and politically correct cartoon responsibly #CharlieHebdo",143,0
Heartbreaking photo shows fallen soldier Nathan Cirillo just moments before shooting,1829,1
Overkill in #Ferguson. Officer won't answer my question about why this is needed.,1187,0
"Gunman takes several hostages in Sydney cafe, parades Islamic militants' flag in window. Opera House also evacuated.",2105,1
#CharlieHebdo is a heroic bastion of free speech. It's also racist.,734,0
"Tomorrow's @nzherald front page, from the pen of cartoonist @rodemmerson #JeSuisCharlie",325,0
"Who's your pick for ""worst contribution to #sydneysiege"" - Mamamia, Uber or the Daily Tele?",2170,1
Last position of the #GermanWings Airbus A320 passenger jet that crashed in the French Alps,1415,0
There's anger after people start taking selfies outside the #sydneysiege cafe.,2011,0
Some signs from the earlier shutdown of West Florissant in #Ferguson,1054,0
LIVE REPORT - Assault in #Dammartin,767,0
BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place,2082,1
Surviving #CharlieHebdo journalists are to publish the magazine's new edition for next week,443,0
"Stay safe, #Ferguson. RT @ryanjreilly: I counted 70+ SWAT officers. Guns trained on crowds. Insanity.",1182,0
"A @germanwings A322 #4U9525, BCN-DUS,  with at least 143 passengers has crashed today at 9.39 UTC",1533,1
Police have named the cop who shot Michael Brown. @alicesperi's latest report from #Ferguson:,1369,1
Last position Germanwings A320 via @flightradar24,1393,0
Worth pointing most victims of jihadist violence are people of the Islamic faith,1886,0
The letter from The Independent's Deputy Editor: In solidarity with #CharlieHebdo,483,0
The Pittsburgh Penguins had Oh Canada sung tonight vs Philly in honour of the event in Ottawa. #class,1684,0
This is what Paris looked like last night #charliehebdo,334,0
"#SYDNEYSIEGE OVER, police confirm. Reports hostage-taker is down",2278,1
"Charlie Hebdo editor Stéphane Charbonnier, killed today, on the ""dead or alive"" list of AQAP (Inspire, March 1 2013)",208,0
The moment when one of the Sydney hostages ran out of the cafe. #sydneysiege,1999,0
Disgusting: MO chapter of Klan raising money as “reward� for the officer killing #MikeBrown. #Ferguson #UniteBlue,1374,1
"French cartoonists Charb, Cabu, Tignous and Wolinski all killed in  Charlie Hebdo attack",148,0
"NHL reportedly monitoring situation in Ottawa after shootings, could postpone Sens/Leafs game.",1610,0
RCMP yelling everyone to back away from Parliament Hill. Weapons out. Word of shooting inside. #cdnpoli,1697,1
#Ferguson police have brought dogs into neighborhood. Residents protest with hands in the air. Tension is growing...,1004,0
A quick infographic explaining some of the immediate anti-Muslim backlash in France:,514,0
"The door is solid, you can’t knock it down� it’s bulletproof-@JimTilmon on @NYTimes rpt #Germanwings pilot locked out",1564,1
Germanwings has darkened its logo on Twitter after crash in French alps - Latest:,1462,0
"You can take offence, disapprove, demonstrate; but not silence or kill. We will not be intimidated. #JeSuisCharlie",184,0
Suspects in Thursday slaying of policewoman and current hostage situation in the East of Paris. AFP,965,1
"#Breaking Military sources, friends ID Nathan Frank Cirillo as soldier killed in Ottawa",1802,1
"""Police urge the media to be responsible in their reporting"", so the Daily Tele produced this. #SydneySiege",1891,0
Six explosions heard at kosher supermarket where a number of hostages were taken #ParisAttacks,774,0
Banksy #JeSuisCharlie,865,1
"Germanwings #A320 plane crashes in southern France, French prime minister says. More soon.",1527,1
#CharlieHebdo shooting suspects tell police they 'prepared to die as martyrs' - French media,937,1
Parisians gather under rain by Notre Dame to mourn #CharlieHebdo killings #Jesuischarlie,412,0
Don't let Islamists intimidate u. Republish the cartoons in solidarity with #CharlieHebdo victims &amp; 4 free expression,121,0
A woman in #Ferguson was shot in head last night and released this selfie. Conflicting reports of how it happened:,1349,1
"A photo of Cpl. Nathan Cirillo, killed in #Ottawa today. #RIP",1806,1
"Charlie Hebdo, the magazine that dared to poke fun at religion",82,0
Main roads blocked off. Found a back way. I'm back at the QT in #Ferguson,1209,0
"UPDATED: Blast erupts near French mosque in wake of #CharlieHebdo attack, according to report",399,0
"Front pages from around the world, as publications react to #CharlieHebdo attack:",556,0
DETAILS: The hostage site is Lindt Chocolat Cafe near #Sydney Harbor,2123,1
"Anti-Gunners Donated $500k+ 2 Defeat Pro-Gun Sheriff, He Won Anyway!",1146,0
"Pens aloft. UK MPs, peers and Parliamentary staff stand in solidarity with the people of France. #JeSuisCharlie",479,0
UPDATE Yesterday #4U9525 took exactly the same route /@planefinder,1450,0
It is a horrifying thought that people in our world would prefer to kill rather than allow critcism #CharlieHebdo,99,0
More from Sydney: Opera House evacuated; siege continuing; local media reports 13 hostages,2112,1
"RT @froomkin: #CharlieHebdo’s Charb: ""I would rather die standing up than live on my knees�",166,0
Cartoonists stand in solidarity with #CharlieHebdo victims with these powerful images,523,0
Important new image in #Ferguson via @leisazigman.,1144,0
Charlie Hebdo's latest issue. They made fun of all religions...,216,0
This is #MyCanada .. Passing woman valiantly tries to save #Hamilton Reservist shot in #Ottawa .. #OttawaShooting,1752,1
#CharlieHebdo attack latest: Footage shows Paris gunmen on rampage as policeman is shot,97,0
Twelve people confirmed dead in shooting at French satirical magazine Charlie Hebdo in Paris,826,1
Brilliant by @LucilleClerc #CharlieHebdo,883,1
"""I prefer to die standing than to live on my knees"" Charb, editor of #CharlieHebdo killed today  #JeSuisCharlie",270,0
Our vantage point on the gunfire and explosions in Dammartin,769,0
Tensions high: French police stop scooter near scene of kosher grocery,723,0
#RespectForMuslims Western #media will never highlight these #Muslims. Plz RT #CharlieHebdo #France #Paris,753,0
Dozens of emergency vehicles waiting on Elizabeth St. Let's hope none need to be used #sydneysiege,1982,0
VIDEO: @petermansbridge on what we currently know about the #OttawaShooting,1642,0
SYDNEY HOSTAGE CRISIS:,2088,1
"Here is the speed and altitude graph of #4U9525 from @flightradar24. Scary stuff, shows it impacted ground at 400kts",1401,0
"Police still at one end of W. Florissant, protesters now at Greater St. Mark Church. #Ferguson p/v @JustinGlawe",1065,0
Updated: Here’s what we know about the gunmen behind the Charlie Hebdo attack,500,0
#MaryamRajavi condemns criminal attack in #Paris offers her condolences to French people and government #CharlieHebdo,344,0
"#sydneysiege gunman was reportedly ""extremely agitated"", shouting as some hostages escaped.",1939,0
French officials confirm i/d of #Germanwings copilot as being Andreas  Lubitz. Thought to be 28 y/o. Pictured here.,1568,1
"BREAKING: Suspects in the #CharlieHebdo massacre killed by police, local mayor tells CNN:",788,0
"I tweet this cartoon by my husband, cartoonist #WillKevans, in support of cartoonists everywhere #JeSuisCharlie",361,0
Heavy police activity at Sydney cafe shown on @abcnews livestream just now. Many shots fired.,2264,1
The first official statement from @nswpolice regarding the #SydneySiege.,2124,1
"Flight #4U9525 climbed to 38,000 feet before before it started to descend and lost signal at 6,800ft /@flightradar24",1535,1
"Slain Charlie Hebdo editor: ""I prefer to die standing than live on my knees""",468,0
When you see citizens as enemies... RT @AntonioFrench: Police have brought out the large gear in #Ferguson.,991,0
Witness: Police allegedly stopped Mike Brown after yelling at him to walk on sidewalk. #Ferguson,1343,1
What we know about suspected hostage taker in Sydney,2060,0
Recovered black box shows a pilot was locked out of the Germanwings cockpit before the crash,1558,1
"#CharlieHebdo editor, murdered today, said in 2012 ""I prefer to die standing than to live on my knees."" #jesuischarly",257,0
PHOTO: Armed gunmen face police officers near #CharlieHebdo HQ in Paris,837,1
Every Australian should be very proud of their police force today. #sydneysiege,1929,0
unprecedented: Paris ring road empty at Porte de Vincennes 100m fr hostage taking. Armed police everywhere,740,0
Demonstrations of solidarity after Charlie Hebdo attacks - in pictures,557,0
#Ferguson #stl #MikeBrown RT @prairielaura: pls spread around StL:,1164,0
Last known position of Germanwings flight:,1491,0
"No, this isn't Iraq or Gaza or Syria. This is the United States of America. #Ferguson #WTF (via @GerryDuggan)",1138,0
#Ferguson #MikeBrown protests,1051,0
OFFICIAL: Police launch assault where #CharlieHebdo suspects holed up (AFP):,768,0
The pen is mightier than the sword. Cartoonists respond to terror in France #CharlieHebdo #JeSuisCharlie #auspol,431,0
"Gunmen at #CharlieHebdo's Paris HQ shouted they had ""avenged the prophet"", reports say",836,1
Attack on Parliament: Soldier shot; gunman on the loose. Follow our developing story:,1724,1
"Poor attempt by @bdutt to justify #CharlieHebdo attack, despite the fact that France was first to recognise Palestine",643,0
#sydneysiege: There are reports the hostage-taker claims to have up to four bombs.,2227,1
Just shameful RT Lifenews: the terrorist Attack in Paris organized by the US Intelligence,613,0
One suspect in the #CharlieHebdo shooting has handed himself in; two others remain at large:,879,1
Today's @BrookesTimes cartoon #CharlieHebdo,736,0
Paris #CharlieHebdo attack: 'This is the worst act of terrorism in France for 50 years',170,0
Thoughts are with #Ferguson. We need 2 collectively take a stand against senseless violence that confronts our youth.,1282,0
“They won’t kill freedom.� Europe's newspapers respond to #CharlieHebdo attack,604,0
Armed police arrest young people on a scooter as they arrive near kosher store #ParisAttacks,715,0
"Anyone that believes tolerance is the solution to militant islam, remember this picture.  #CharlieHebdo",55,0
#EU flags are flying at half-mast in Brussels today. RT:@EU_Commission #JeSuisCharlie,383,0
Absolutely heartbreaking what has happened! Twitter users show solidarity to #CharlyHebdo by using #JeSuisCharlie,91,0
Here’s to hoping what’s happening in STL right now doesn’t get worse. #Ferguson hashtag not looking good right now.,992,0
Editor of Charlie Hebdo has been liberal &amp; righteous. Salute to all the cartoonists martyred at the terrorist attack.,144,0
"DEVELOPING story: Shots fired on Parliament Hill, soldier shot at War Memorial",1708,1
"Germanwings flight A320 plunged 31,200 feet in just ten minutes, according to radar data",1552,1
The Eiffel Tower went dark last night to remember the victims of #CharlieHebdo,695,0
Hostage falls into policeman’s arms after being released,2218,1
#Anonymous says it will avenge #CharlieHebdo attack by shutting down jihadi websites,755,0
Minute silence held in memory of victims of shooting,414,0
White House responds to shooting at Paris offices of #CharlieHebdo.,186,0
Some hostages seen leaving Paris kosher market after police raid,798,0
Car chase under way in Paris as gunfight breaks out. Reports of hostages. Latest from Paris:,907,1
A man believed to be the gunman filmed wearing a black headband inside the cafe,2137,1
Important things to remember during #sydneysiege - thanks to @filmvisuality,1854,0
So now let's talk seriously about #CharlieHebdo and Western double standard on freedom of speech,402,0
"The two suspected #CharlieHebdo gunmen have been killed, according to reports. #ParisAttacks",979,1
#CharlieHebdo - Hollande: Media shooting was 'undoubtedly terrorist attack'. Photo: Kenzo Tribouillard #AFP,25,0
RT @manofsteele: Man picks up burning tear gas can and throws it back at police. #ferguson pic by @kodacohen,1107,0
"Jews, Catholics, Muslims, white people, black people. Everyone attacked by Charlie Hebdo, yet who reacts like this?",5,0
We stand in solidarity with our Ally #France #CharlieHebdo,380,0
"Gathering in support of #CharlieHebdo at 6pm in Trafalgar Square, London. Please share widely",263,0
"#Ferguson: protesters march peacefully, militarized police aim guns at them",1196,0
Charlie Hebdo: This is the terrifying price we pay for free speech in a liberal democracy,338,0
"Tragic, powerful drawing on #CharlieHebdo by Canberra Times cartoonist @davpope",280,0
Twitter users say 'I am Charlie' in solidarity with victims. 58k tweets &amp; counting #CharlieHebdo #JeSuisCharlie,145,0
#Germanwings crash: Arrivals board at #Dusseldorf airport,1464,0
'Scared for those inside' - The BBC speaks to eyewitnesses near #sydneysiege on #MartinPlace,1898,0
#Germanwings Airbus A320 flight was travelling from Spain to Germany when it crashed.,1409,0
"As reports come in from Sydney, remember that news outlets will get things things wrong.",1859,0
USA doesn't comply with law that requires reporting on police use of deadly force,1165,0
"I do not agree with what you have to say, but I'll defend to the death your right to say it - Voltaire #CharlieHebdo",30,0
Technology can be used to expand democracy or enforce tyranny. Where we draw the line matters. #Ferguson,1313,0
"According to reports, one gunman is dead in #Ottawa Parliament shooting. LIVE coverage:",1731,1
"If you r a Muslim on social media &amp; have not yet tweeted ""I am #CharlieHebdo,"" then you are an Islamist and our enemy",510,0
Total number of people who have left the cafe in Sydney up to 5. The latest:,2206,1
"Bob Mankoff, New Yorker cartoon editor #JeSuisCharlie",176,0
Amazing pic of @AFP observing a minutes silence at their #Paris HQ for #CharlieHebdo attack victims,457,0
"I'm so very proud of you America. Every young, senior, veteran, sane non-violent person for justice #NMOS14 #Ferguson",1279,0
Notice how they bring out the attack dogs? #FergusonShooting #Ferguson #FergusonPolice,1044,0
Map: Exclusion zone remains around #MartinPlace as the #Sydneysiege continues,2234,1
#JeSuisCharlie: The internet unites against #CharlieHebdo terrorists.,214,0
The German newspaper Berliner Kurier printed a new #Mohammed cartoon on today's front page. #JeSuisCharlie,571,0
The Pen and the Sword: the latest from @MorinToon. #jesuischarlie,506,0
#message RT @brennamuncy: Someone please remind me what year it is again? #ferguson,1012,0
"At 87 years of age, Asterix cartoonist Uderzo gets back on the drawing board #JeSuisCharlie via @NathalieANDREF2",654,0
"If your religion is worth killing for, please start with yourself. #ParisShooting #CharlieHebdo",296,0
I join mass posting of cartoons in solidarity with #CharlieHebdo. We will not be intimidated. #JeSuisCharlie @newint,531,0
Harvard students stand in solidarity with #MikeBrown &amp; the #Ferguson community. #HandsUpDontShoot #HBLSA,1291,0
"#Ferguson crowd gone, crowd showed restraint, chanted &amp; yelled at police then left, scene now empty, only media here",1091,0
"As you hear reports on the Germanwings crash, remember to be patient. The truth takes time.",1454,0
Fear and relief as these two hostages escape #sydneysiege - LIVE:,2226,1
People are actually taking selfies on the site of the #sydneysiege,1952,0
"17-yr-old unarmed black kid #MikeBrown was murdered by a cop in #Ferguson, Missouri yesterday. This is his stepdad:",1023,0
There are reports of an armed incident at the Trocadero near the Eiffel Tower. #ParisAttacks,970,1
People showing #JeSuisCharlie signs during demonstrations of solidarity around the world after #CharlieHebdo attacks.,721,0
Police and protesters face to face in #Ferguson,1034,0
"After #Ferguson shooting, nearly half of Americans don’t believe in justice � poll",1268,0
Peaceful youth demonstration at Greater St. Mark Church #ferguson,1067,0
Leading article: We are all Charlie now,322,0
Going to a protest? Know your rights.,1309,0
French police release pic of two suspects from Thursday shooting of officer as hostage situation unfolds in Paris:,702,0
Morning in #Ferguson,1263,0
"If you tweeted #JeSuisCharlie but won't tweet #JeSuisJuif today, I think we can all figure out the reason.",722,0
"Yes, people are taking selfies as dozens are held hostage at a Sydney cafe nearby",2013,0
"No survivors are expected from the Airbus A320 crash, the French President says.",1456,0
Surreal photos out of Ottawa: This is a VIP being escorted on Sparks Street,1644,0
New Yorker cartoon. Seems particularly relevant after #CharlieHebdo attack.,167,0
#ChalieHebdo terrorists are held up in a warehouse with hostages. #JeSuisCharlie,919,1
This is the police presence at a peaceful protest - in the USA. #Ferguson right NOW!!  WTF!!!,1180,0
"Amazing MT @WilliamsJon: #France's most famous cartoonist, Uderzo, comes out of retirement for #CharlieHebdo.",726,0
"I would rather die standing up, than live life on my knees. #JeSuisCharlie #IamCharlie",125,0
Something being talked about tonight is the makeup of the #Ferguson Police Dept. Here's a breakdown: #MichaelBrown,1077,0
Social media users show solidarity for #CharlieHebdo with #JeSuisCharlie hashtag,181,0
BREAKING Charlie Hebdo latest: 11 dead 10 wounded (five critical) two gunmen unaccounted for,810,1
A beautiful sight of solidarity with #CharlieHebdo. #ParisShooting,294,0
The #CharlieHebdo attack suspects have reportedly fired shots while robbing a petrol station,893,1
‘Banksy� Instagram tribute to #CharlieHebdo victims not posted by artist,886,1
Grand Mufti of Australia statement condemning #SydneySiege,2172,1
Harper cancels Malala citizenship event in wake of Ottawa shootings,1770,1
#Ferguson officials to release name of cop who shot Michael Brown on Friday,1353,1
The Civil Rights Act is 50 years old. These two pictures were taken 50 years apart. Behold our progress. #Ferguson,1110,0
UPDATE: Police officer shot outside Paris this morning dies,882,1
"This is Rashaen Aldrige, 20. ""We're here to support the family, to let them know we have their back."" #Ferguson",1088,0
Armed gunmen face police officers near the offices of the satirical newspaper #CharlieHebdo Photo: Anne Gelbard #AFP,823,1
"French President Hollande condemns ""barbaric act"" after #CharlieHebdo gun attack kills 11",818,1
We just filed a new suit to obtain public records from the #Ferguson police dept #MikeBrown,1320,0
And on France's motorways... #CharlieHebdo,469,0
The New Yorker’s Charlie Hebdo cover is wonderful:,779,0
"Terrifying account. Attackers spoke perfect French, eyewitness says RT",847,1
"""Keep Calm And Don’t Speculate: How To Be Helpful On Social Media Today""",1901,0
"Why has no reporter interviewed the 'Brown' convenience store 'desi' owner in #Ferguson, robbed by Michael Brown?",1290,0
'Stupidity will not win' - Survivors of #CharlieHebdo attack will publish new issue next week,615,0
More police arrive at hostage situation scene in eastern Paris (LIVE),699,0
The face of Black America each time @donlemon speaks about or to us. #Ferguson #MikeBrown,1295,0
We begin in Paris with a moment of silence for those killed in the #CharlieHebdo attacks.,415,0
Latest photos from Ottawa's Parliament Hill,1605,0
Lindt Chocolate Cafe Australia issues #sydneysiege statement on Facebook:,1885,0
BREAKING: 148 feared dead in crashed #Germanwings flight,1551,1
#CharlieHebdo Stéphane Charbonnier and Jean Cabut died for freedom of press. May their bravery &amp; spirit live forever,849,1
Charlie Hebdo’s Last Tweet Before Shootings,0,0
Line of police cars with high beams on greets anyone trying to enter #Ferguson. It's shut down. No media allowed.,1344,1
#JesuisCharlie is quickly spreading as a sign of support to victims of today’s shooting,277,0
The Image That Everyone Is Sharing isn't By Banksy � But It's Awesome. #CharlieHebdo,873,1
